name,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122,2123,2124,2125,2126,2127,2128,2129,2130,2131,2132,2133,2134,2135,2136,2137,2138,2139,2140,2141,2142,2143,2144,2145,2146,2147,2148,2149,2150
"make_col(i10,c10)",0.97519028,0.97901189,0.97906584,0.97984463,0.9811973,0.98427474,0.98520434,0.98600113,0.98709196,0.98808342,0.98834437,0.98892063,0.98924583,0.98965228,0.99005812,0.98975313,0.98910087,0.98807174,0.98813188,0.98761445,0.98751009,0.98727292,0.98692757,0.98647779,0.98571092,0.98667586,0.9870882,0.98690516,0.98716056,0.98795187,0.98816872,0.98831952,0.9879393,0.98776251,0.98747963,0.98534447,0.9835726,0.98249316,0.97881228,0.97531009,0.97803313,0.97932202,0.98239923,0.98388404,0.98136675,0.97934479,0.98095417,0.97927094,0.97987473,0.97711432,0.97588229,0.97504157,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306,0.97574306
"make_col(i10,c11)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028847047,0.00058985956,0.00084819779,0.0010680932,0.0013476033,0.00094803079,0.00078521069,0.0015691948,0.0012699025,0.0013680465,0.0014070491,0.0017381476,0.0015979859,0.0015779563,0.00065105665,0.001094965,0.0013710193,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999,0.0013150999
"make_col(i10,c12)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9023342e-005,0.00017031262,0.00027523431,0.00033964717,0.00040431033,0.0010577426,0.00057216175,0.0006419011,0.00057713367,0.00097222521,0.0008563294,0.00061620225,0.00060154306,0.00045167812,0.00070263859,0.00070078584,0.00095258548,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547,0.00081556547
"make_col(i10,c13)",0.0019177467,0.0021563154,0.0022492453,0.0024328213,0.0025399227,0.0027192219,0.0025469472,0.0023464712,0.0021279913,0.0019321234,0.0019416184,0.0020294036,0.0021323555,0.002238756,0.0023719952,0.0025535498,0.002605767,0.0026482826,0.0030221271,0.0031815118,0.0029927308,0.0027521164,0.0025615587,0.0023706672,0.0022331316,0.0023691284,0.0022574321,0.0020675256,0.0021854911,0.0020941757,0.0021515088,0.0022521478,0.0022567983,0.0023196314,0.0023639027,0.0022437484,0.0021123653,0.0020354304,0.0017521902,0.001587167,0.0019936236,0.0026738869,0.0030801785,0.0039874581,0.0030687524,0.0025475989,0.0026262093,0.0024519323,0.0020382872,0.0027096779,0.0025624535,0.0031090933,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065,0.0032046065
"make_col(i10,c14)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"make_col(i10,c15)",0.0026112257,0.0021500296,0.001822795,0.0014704503,0.0011708871,0.0009025383,0.0014370007,0.0018261881,0.0020546967,0.0024455953,0.0027631519,0.0032064684,0.0036921608,0.0042127497,0.0045642122,0.004757707,0.0055789324,0.0059964051,0.0061588176,0.0056478423,0.005083716,0.0043014013,0.0034972765,0.0031492563,0.0025071157,0.0024607787,0.0022773757,0.0022736022,0.002427249,0.0025624814,0.0025948074,0.0027390677,0.0026623262,0.0026039095,0.0023532554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"make_col(i10,c16)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001979538,0.0016986061,0.0015519067,0.0010527725,0.00065818318,0.00021306546,0.00028787821,0.00010433164,2.2899098e-005,7.8997822e-005,9.8826977e-006,0,8.7850683e-005,4.182089e-006,0,7.9331048e-006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"make_col(i10,c17)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"make_col(i10,c18)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"make_col(i10,c19)",0.0045212768,0.0044515864,0.0038626343,0.0034679777,0.0032318966,0.0030892191,0.0035875977,0.0040136199,0.0045123543,0.0049578678,0.0049303612,0.0049561677,0.0049536461,0.0049634045,0.0048901858,0.0052256607,0.0054963455,0.0054422948,0.0058767824,0.0058011496,0.0058812643,0.0060575744,0.0059076231,0.0058711213,0.005621037,0.0061275009,0.0063007651,0.0062395325,0.0063287644,0.0065454459,0.0063833408,0.0062092668,0.0056808181,0.0052868351,0.0048862728,0.0046174512,0.0045863576,0.0046346094,0.0040493771,0.0035632846,0.0044826129,0.0048559615,0.0054297121,0.0063905823,0.0044402699,0.0047372053,0.0054956772,0.0053080246,0.0064777583,0.0048196772,0.0041176197,0.0037779589,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232,0.0036562232
"make_col(i10,c20)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"make_col(i10,c21)",0.00082663348,0.00084249803,0.00078097294,0.00073744892,0.00069018907,0.00065726176,0.00068589655,0.00073664612,0.0007992122,0.00084188662,0.00083976152,0.00089605391,0.00094926712,0.00092982996,0.00095710886,0.001055773,0.0013427738,0.0014010677,0.0014783143,0.0014758765,0.0013894058,0.0013639822,0.0012671397,0.0011270153,0.00095103012,0.001028551,0.001219184,0.001327161,0.0013397635,0.0015518249,0.0017368358,0.0018786658,0.0019229605,0.0019153637,0.00186303,0.0017858341,0.0018459655,0.0022005755,0.0020199118,0.0018925625,0.0035129853,0.0047698445,0.0057622609,0.0070444248,0.0028826045,0.0044428604,0.0070263287,0.0087771593,0.010959806,0.016262835,0.021184074,0.023915377,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752,0.025436752
"make_col(i10,c22)",0.013983406,0.015515125,0.014342094,0.014117583,0.014246246,0.019602215,0.018863961,0.01804178,0.017454453,0.016369652,0.016080415,0.016241029,0.015998432,0.015882732,0.015536673,0.015340942,0.01654035,0.014736351,0.014187994,0.012552709,0.012434974,0.01292737,0.013315436,0.013459375,0.012331887,0.010737074,0.0093110977,0.0072699059,0.0070839906,0.0044381623,0.0050587705,0.0055409241,0.0056215758,0.0060019344,0.0060108872,0.0063701989,0.00722716,0.0086891446,0.0082492111,0.0084021967,0.0069925375,0.0062331399,0.0047586486,0.0055021127,0.004649844,0.005627058,0.0049303039,0.0048541049,0.0050178966,0.0081821885,0.010053912,0.0090236319,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165,0.0092044165
"make_col(i10,c23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"make_col(i10,c24)",0.001436393,0.0016839075,0.0017957634,0.0019273681,0.0020631084,0.0021776888,0.0024005331,0.0026241641,0.0028828268,0.0031491094,0.0032146885,0.0034706078,0.0036225161,0.0036368989,0.0037204183,0.0039459928,0.0041131875,0.0040561841,0.0042226911,0.0041437405,0.0043349667,0.0044761943,0.005043685,0.0049269442,0.0053471015,0.0050389501,0.0052986438,0.0049603675,0.0050580283,0.0047575273,0.004772603,0.0047583729,0.0045992425,0.004459383,0.0043083844,0.003936443,0.0037583169,0.0039437008,0.0033492306,0.0028709164,0.0033551434,0.0037876717,0.0057686893,0.0059884968,0.0041577062,0.0047968989,0.005152782,0.0051570395,0.0052659488,0.0043929988,0.0041767941,0.0044501848,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262,0.0042932262
